human_readable_date,value
2019-04-17 21:47:53-04:00,1025
2019-04-17 21:47:01-04:00,1025
2019-04-17 21:46:09-04:00,1025
2019-04-17 21:45:18-04:00,1025
2019-04-17 21:44:26-04:00,1025
2019-04-17 21:43:34-04:00,1025
2019-04-17 21:42:42-04:00,1025
2019-04-17 21:41:50-04:00,1025
2019-04-17 21:40:58-04:00,1025
2019-04-17 21:32:07-04:00,1025
2019-04-17 21:26:32-04:00,1025
2019-04-17 21:11:03-04:00,1025
